episode,total_reward,score,steps,epsilon
333,-10.52,0,53,0.18746015382974018
334,-11.200000000000001,0,121,0.1865228530605915
335,-10.22,0,23,0.18559023879528855
336,-10.34,0,35,0.1846622876013121
337,-11.180000000000001,0,119,0.18373897616330553
338,-10.21,0,22,0.182820281282489
339,-10.790000000000001,0,80,0.18190617987607657
340,-11.200000000000001,0,121,0.18099664897669618
341,-11.330000000000002,0,134,0.1800916657318127
342,-13.659999999999966,0,367,0.17919120740315364
343,-10.21,0,22,0.17829525136613786
344,-10.22,0,23,0.17740377510930716
345,-10.290000000000001,0,30,0.17651675623376062
346,-10.0,0,1,0.1756341724525918
347,-10.3,0,31,0.17475600159032884
348,-10.48,0,49,0.17388222158237718
349,-10.59,0,60,0.1730128104744653
350,-10.28,0,29,0.17214774642209296
351,-10.16,0,17,0.1712870076899825
352,-11.010000000000002,0,102,0.17043057265153258
353,-11.030000000000001,0,104,0.16957841978827493
354,-10.89,0,90,0.16873052768933355
355,-12.12,0,213,0.1678868750508869
356,-10.0,0,1,0.16704744067563246
357,-10.82,0,83,0.1662122034722543
358,-10.940000000000001,0,95,0.16538114245489302
359,-11.990000000000002,0,200,0.16455423674261854
360,-10.84,0,85,0.16373146555890544
361,-11.280000000000001,0,129,0.16291280823111093
362,-10.450000000000001,0,46,0.16209824418995536
363,-10.22,0,23,0.16128775296900558
364,-10.0,0,1,0.16048131420416054
365,-10.290000000000001,0,30,0.15967890763313974
366,-10.0,0,1,0.15888051309497406
367,-12.1,0,211,0.1580861105294992
368,-11.740000000000002,0,175,0.1572956799768517
369,-13.159999999999977,0,317,0.15650920157696743
370,-11.8,0,181,0.1557266555690826
371,-11.340000000000002,0,135,0.1549480222912372
372,-10.290000000000001,0,30,0.15417328217978102
373,-11.980000000000002,0,199,0.1534024157688821
374,-10.290000000000001,0,30,0.1526354036900377
375,-10.93,0,94,0.1518722266715875
376,-12.399999999999993,0,241,0.15111286553822956
377,-10.6,0,61,0.15035730121053842
378,-11.23,0,124,0.14960551470448571
379,-10.43,0,44,0.14885748713096328
380,-10.2,0,21,0.14811319969530845
381,-12.06,0,207,0.1473726336968319
382,-10.58,0,59,0.14663577052834775
383,-10.64,0,65,0.14590259167570602
384,-12.849999999999984,0,286,0.1451730787173275
385,-12.209999999999997,0,222,0.14444721332374086
386,-10.2,0,21,0.14372497725712216
387,-11.39,0,140,0.14300635237083656
388,-10.58,0,59,0.14229132060898236
389,-11.63,0,164,0.14157986400593744
390,-11.830000000000002,0,184,0.14087196468590776
391,-10.18,0,19,0.14016760486247823
392,-10.28,0,29,0.13946676683816583
393,-13.259999999999975,0,327,0.138769433003975
394,-11.540000000000001,0,155,0.13807558583895513
395,-10.17,0,18,0.13738520790976036
396,-10.22,0,23,0.13669828187021155
397,-10.41,0,42,0.13601479046086049
398,-10.31,0,32,0.1353347165085562
399,-11.120000000000001,0,113,0.1346580429260134
400,-11.030000000000001,0,104,0.13398475271138335
401,-10.22,0,23,0.13331482894782642
402,-10.6,0,61,0.13264825480308728
403,-10.780000000000001,0,79,0.13198501352907185
404,-10.97,0,98,0.1313250884614265
405,-10.860000000000001,0,87,0.13066846301911936
406,-11.970000000000002,0,198,0.13001512070402377
407,-10.48,0,49,0.12936504510050365
408,-13.069999999999979,0,308,0.12871821987500112
409,-10.49,0,50,0.12807462877562611
410,-12.06,0,207,0.12743425563174798
411,-10.28,0,29,0.12679708435358925
412,-10.19,0,20,0.1261630989318213
413,-10.98,0,99,0.1255322834371622
414,-10.57,0,58,0.12490462201997637
415,-11.820000000000002,0,183,0.1242800989098765
416,-10.5,0,51,0.12365869841532712
417,-13.179999999999977,0,319,0.12304040492325048
418,-10.0,0,1,0.12242520289863423
419,-12.429999999999993,0,244,0.12181307688414106
420,-14.499999999999948,0,451,0.12120401149972035
421,-12.030000000000001,0,204,0.12059799144222175
422,-12.169999999999998,0,218,0.11999500148501063
423,-10.51,0,52,0.11939502647758558
424,-10.0,0,1,0.11879805134519765
425,-10.940000000000001,0,95,0.11820406108847166
426,-17.939999999999877,0,795,0.1176130407830293
427,-12.12,0,213,0.11702497557911415
428,-13.409999999999972,0,342,0.11643985070121858
429,-13.99999999999996,0,401,0.11585765144771248
430,-11.8,0,181,0.11527836319047392
431,-12.199999999999998,0,221,0.11470197137452155
432,-10.55,0,56,0.11412846151764894
433,-11.340000000000002,0,135,0.1135578192100607
434,-12.209999999999997,0,222,0.11299003011401039
435,-11.430000000000001,0,144,0.11242507996344034
436,-12.929999999999982,0,294,0.11186295456362313
437,-11.950000000000001,0,196,0.11130363979080501
438,-12.719999999999986,0,273,0.11074712159185099
439,-10.99,0,100,0.11019338598389174
440,-10.24,0,25,0.10964241905397228
441,-11.89,0,190,0.10909420695870241
442,-10.64,0,65,0.1085487359239089
443,-10.58,0,59,0.10800599224428936
444,-12.959999999999981,0,297,0.10746596228306791
445,-15.279999999999932,0,529,0.10692863247165257
446,-10.0,0,1,0.1063939893092943
447,-11.09,0,110,0.10586201936274783
448,-10.82,0,83,0.10533270926593409
449,-14.309999999999953,0,432,0.10480604571960442
